GeneID:388611	CD164 molecule like 2
GeneID:163183	spectrin repeat containing nuclear envelope family member 4
GeneID:2931	glycogen synthase kinase 3 alpha
GeneID:22900	caspase recruitment domain family member 8
GeneID:57716	periaxin
GeneID:126068	zinc finger protein 441
GeneID:6261	ryanodine receptor 1
GeneID:90485	zinc finger protein 835
GeneID:56949	XPA binding protein 2
GeneID:126070	zinc finger protein 440
GeneID:79735	TBC1 domain family member 17
GeneID:57719	anoctamin 8
GeneID:7288	TUB like protein 2
GeneID:9592	immediate early response 2
GeneID:22904	strawberry notch homolog 2
GeneID:11129	CLK4 associating serine/arginine rich protein
GeneID:10362	high mobility group 20B
GeneID:126075	coiled-coil domain containing 159
GeneID:342908	zinc finger protein 404
GeneID:58492	zinc finger protein 77
GeneID:147837	zinc finger protein 563
GeneID:57469	PNMA family member 8B
GeneID:79230	zinc finger protein 557
GeneID:6528	solute carrier family 5 member 5
GeneID:171392	zinc finger protein 675
GeneID:51073	mitochondrial ribosomal protein L4
GeneID:7554	zinc finger protein 8
GeneID:57474	zinc finger protein 490
GeneID:64130	lin-7 homolog B, crumbs cell polarity complex component
GeneID:1155	tubulin folding cofactor B
GeneID:57731	spectrin beta, non-erythrocytic 4
GeneID:645	biliverdin reductase B
GeneID:148103	zinc finger protein 599
GeneID:57479	proline rich 12
GeneID:7561	zinc finger protein 14
GeneID:3978	DNA ligase 1
GeneID:7562	zinc finger protein 708
GeneID:54922	Ras interacting protein 1
GeneID:58506	SR-related CTD associated factor 1
GeneID:3726	JunB proto-oncogene, AP-1 transcription factor subunit
GeneID:6543	solute carrier family 8 member A2
GeneID:7311	ubiquitin A-52 residue ribosomal protein fusion product 1
GeneID:80271	inositol-trisphosphate 3-kinase C
GeneID:25999	CAP-Gly domain containing linker protein 3
GeneID:79760	gem nuclear organelle associated protein 7
GeneID:374928	zinc finger protein 773
GeneID:2193	phenylalanyl-tRNA synthetase subunit alpha
GeneID:339345	nanos C2HC-type zinc finger 2
GeneID:54929	transmembrane protein 161A
GeneID:58513	epidermal growth factor receptor pathway substrate 15 like 1
GeneID:2962	general transcription factor IIF subunit 1
GeneID:729747	zinc finger protein 878
GeneID:116115	zinc finger protein 526
GeneID:55957	lin-37 DREAM MuvB core complex component
GeneID:163223	zinc finger protein 676
GeneID:162968	zinc finger protein 497
GeneID:27033	zinc finger and BTB domain containing 32
GeneID:90522	Yip1 interacting factor homolog B, membrane trafficking protein
GeneID:126364	leucine rich repeat containing 25
GeneID:8605	phospholipase A2 group IVC
GeneID:64926	RAS protein activator like 3
GeneID:80032	zinc finger protein 556
GeneID:342945	zinc finger and SCAN domain containing 22
GeneID:171169	sperm acrosome associated 4
GeneID:162979	zinc finger protein 296
GeneID:10148	Epstein-Barr virus induced 3
GeneID:339366	ADAMTS like 5
GeneID:2217	Fc fragment of IgG receptor and transporter
GeneID:10155	tripartite motif containing 28
GeneID:55723	anti-silencing function 1B histone chaperone
GeneID:6829	SPT5 homolog, DSIF elongation factor subunit
GeneID:6320	C-type lectin domain containing 11A
GeneID:11184	mitogen-activated protein kinase kinase kinase kinase 1
GeneID:376497	solute carrier family 27 member 1
GeneID:56242	zinc finger protein 253
GeneID:284339	transmembrane protein 145
GeneID:125875	claudin domain containing 2
GeneID:388531	regulator of G protein signaling 9 binding protein
GeneID:284340	C-X-C motif chemokine ligand 17
GeneID:256949	KN motif and ankyrin repeat domains 3
GeneID:388533	keratinocyte differentiation associated protein
GeneID:951	CD37 molecule
GeneID:1463	neurocan
GeneID:163255	zinc finger protein 540
GeneID:440503	perilipin 5
GeneID:51129	angiopoietin like 4
GeneID:126393	heat shock protein family B (small) member 6
GeneID:84922	FLT3 interacting zinc finger 1
GeneID:10683	delta like canonical Notch ligand 3
GeneID:10172	zinc finger protein 256
GeneID:148156	zinc finger protein 558
GeneID:284348	LY6/PLAUR domain containing 5
GeneID:9149	dual specificity tyrosine phosphorylation regulated kinase 1B
GeneID:25789	transmembrane protein 59 like
GeneID:29888	striatin 4
GeneID:10945	KDEL endoplasmic reticulum protein retention receptor 1
GeneID:147906	dishevelled binding antagonist of beta catenin 3
GeneID:126402	coiled-coil domain containing 105
GeneID:9667	scaffold attachment factor B2
GeneID:440515	zinc finger protein 506
GeneID:25796	6-phosphogluconolactonase
GeneID:27076	LY6/PLAUR domain containing 3
GeneID:29124	galectin 13
GeneID:3270	histidine rich calcium binding protein
GeneID:3783	potassium calcium-activated channel subfamily N member 4
GeneID:284359	izumo sperm-egg fusion 1
GeneID:22983	microtubule associated serine/threonine kinase 1
GeneID:25799	zinc finger protein 324
GeneID:5064	paralemmin
GeneID:29128	ubiquitin like with PHD and ring finger domains 1
GeneID:1994	ELAV like RNA binding protein 1
GeneID:79818	zinc finger protein 552
GeneID:27338	ubiquitin conjugating enzyme E2 S
GeneID:63946	DMRT like family C2
GeneID:6861	synaptotagmin 5
GeneID:93134	zinc finger protein 561
GeneID:9424	potassium two pore domain channel subfamily K member 6
GeneID:90576	zinc finger protein 799
GeneID:90321	zinc finger protein 766
GeneID:93650	acid phosphatase 4
GeneID:4051	cytochrome P450 family 4 subfamily F member 3
GeneID:84436	zinc finger protein 528
GeneID:90324	coiled-coil domain containing 97
GeneID:114132	sialic acid binding Ig like lectin 11
GeneID:440533	pregnancy specific beta-1-glycoprotein 8
GeneID:163033	zinc finger protein 579
GeneID:388569	zinc finger protein 324B
GeneID:3802	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1
GeneID:7386	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
GeneID:84699	cAMP responsive element binding protein 3 like 3
GeneID:3804	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3
GeneID:84444	DOT1 like histone lysine methyltransferase
GeneID:116444	glutamate ionotropic receptor NMDA type subunit 3B
GeneID:2014	epithelial membrane protein 3
GeneID:90592	zinc finger protein 700
GeneID:81890	queuine tRNA-ribosyltransferase catalytic subunit 1
GeneID:51171	hydroxysteroid 17-beta dehydrogenase 14
GeneID:55011	PIH1 domain containing 1
GeneID:2788	G protein subunit gamma 7
GeneID:7652	zinc finger protein 99
GeneID:8677	syntaxin 10
GeneID:26085	kallikrein related peptidase 13
GeneID:147687	zinc finger protein 417
GeneID:284391	zinc finger protein 844
GeneID:55527	fem-1 homolog A
GeneID:163049	zinc finger protein 791
GeneID:51690	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
GeneID:125931	CEA cell adhesion molecule 20
GeneID:79852	epoxide hydrolase 3
GeneID:79085	solute carrier family 25 member 23
GeneID:147949	zinc finger protein 583
GeneID:84717	HDGF like 2
GeneID:26093	coiled-coil domain containing 9
GeneID:56301	solute carrier family 7 member 10
GeneID:8174	mucosal vascular addressin cell adhesion molecule 1
GeneID:10990	leukocyte immunoglobulin like receptor B5
GeneID:495	ATPase H+/K+ transporting subunit alpha
GeneID:79088	zinc finger protein 426
GeneID:91120	zinc finger protein 682
GeneID:1777	deoxyribonuclease 2, lysosomal
GeneID:79603	ceramide synthase 4
GeneID:147700	kinesin light chain 3
GeneID:148213	zinc finger protein 681
GeneID:57333	reticulocalbin 3
GeneID:4854	notch receptor 3
GeneID:10998	solute carrier family 27 member 5
GeneID:23030	lysine demethylase 4B
GeneID:1786	DNA methyltransferase 1
GeneID:29946	SERTA domain containing 3
GeneID:8189	symplekin
GeneID:125950	ribonucleoprotein, PTB binding 1
GeneID:55295	kelch like family member 26
GeneID:8192	caseinolytic mitochondrial matrix peptidase proteolytic subunit
GeneID:147968	calpain 12
GeneID:55552	zinc finger protein 823
GeneID:126208	zinc finger protein 787
GeneID:1	alpha-1-B glycoprotein
GeneID:89858	sialic acid binding Ig like lectin 12 (gene/pseudogene)
GeneID:4099	myelin associated glycoprotein
GeneID:10755	GIPC PDZ domain containing family member 1
GeneID:57348	tweety family member 1
GeneID:3589	interleukin 11
GeneID:10501	semaphorin 6B
GeneID:1032	cyclin dependent kinase inhibitor 2D
GeneID:4616	growth arrest and DNA damage inducible beta
GeneID:60680	CUGBP Elav-like family member 5
GeneID:2057	erythropoietin receptor
GeneID:26121	pre-mRNA processing factor 31
GeneID:11018	transmembrane p24 trafficking protein 1
GeneID:7691	zinc finger protein 132
GeneID:81931	zinc finger protein 93
GeneID:284427	solute carrier family 25 member 41
GeneID:54795	transient receptor potential cation channel subfamily M member 4
GeneID:199692	zinc finger protein 627
GeneID:50700	retinol dehydrogenase 8
GeneID:9230	RAB11B, member RAS oncogene family
GeneID:112398	egl-9 family hypoxia inducible factor 2
GeneID:6415	selenoprotein W
GeneID:83983	testis specific serine kinase 6
GeneID:55311	zinc finger protein 444
GeneID:11024	leukocyte immunoglobulin like receptor A1
GeneID:57616	teashirt zinc finger homeobox 3
GeneID:5650	kallikrein related peptidase 7
GeneID:57106	N-acetyltransferase 14 (putative)
GeneID:2323	fms related tyrosine kinase 3 ligand
GeneID:11283	cytochrome P450 family 4 subfamily F member 8
GeneID:11284	polynucleotide kinase 3'-phosphatase
GeneID:5653	kallikrein related peptidase 6
GeneID:84245	methylthioribose-1-phosphate isomerase 1
GeneID:54807	zinc finger protein 586
GeneID:5657	proteinase 3
GeneID:90649	zinc finger protein 486
GeneID:79898	zinc finger protein 613
GeneID:113178	secretory carrier membrane protein 4
GeneID:113179	adenosine deaminase tRNA specific 3
GeneID:148252	DIRAS family GTPase 1
GeneID:2077	ETS2 repressor factor
GeneID:4125	mannosidase alpha class 2B member 1
GeneID:1054	CCAAT enhancer binding protein gamma
GeneID:10270	A-kinase anchoring protein 8
GeneID:54814	glutaminyl-peptide cyclotransferase like
GeneID:83743	glutamate rich WD repeat containing 1
GeneID:51231	VRK serine/threonine kinase 3
GeneID:25888	zinc finger protein 473
GeneID:92960	peroxisomal biogenesis factor 11 gamma
GeneID:400673	vimentin type intermediate filament associated coiled-coil protein
GeneID:55588	mediator complex subunit 29
GeneID:5670	pregnancy specific beta-1-glycoprotein 2
GeneID:84518	cornifelin
GeneID:117286	calcium and integrin binding family member 3
GeneID:57126	CD177 molecule
GeneID:257062	cation channel sperm associated auxiliary subunit delta
GeneID:5671	pregnancy specific beta-1-glycoprotein 3
GeneID:808	calmodulin 3
GeneID:199720	gametogenetin
GeneID:8744	TNF superfamily member 9
GeneID:126248	WD repeat domain 88
GeneID:5673	pregnancy specific beta-1-glycoprotein 5
GeneID:55337	shiftless antiviral inhibitor of ribosomal frameshifting
GeneID:9002	F2R like thrombin or trypsin receptor 3
GeneID:10794	zinc finger protein 460
GeneID:84266	alkB homolog 7
GeneID:55850	unconventional SNARE in the ER 1
GeneID:2091	fibrillarin
GeneID:163115	zinc finger protein 781
GeneID:112939	nucleus accumbens associated 1
GeneID:55851	presenilin enhancer, gamma-secretase subunit
GeneID:9518	growth differentiation factor 15
GeneID:7728	zinc finger protein 175
GeneID:6193	ribosomal protein S5
GeneID:6449	small glutamine rich tetratricopeptide repeat containing alpha
GeneID:84787	lysine methyltransferase 5C
GeneID:11316	coatomer protein complex subunit epsilon
GeneID:163126	EP300 interacting inhibitor of differentiation 2
GeneID:6455	SH3 domain containing GRB2 like 1, endophilin A2
GeneID:79673	zinc finger protein 329
GeneID:826	calpain small subunit 1
GeneID:3643	insulin receptor
GeneID:6203	ribosomal protein S9
GeneID:79934	coenzyme Q8B
GeneID:9535	glia maturation factor gamma
GeneID:79935	cyclin N-terminal domain containing 2
GeneID:1088	CEA cell adhesion molecule 8
GeneID:5184	peptidase D
GeneID:353088	zinc finger protein 429
GeneID:85569	galanin like peptide
GeneID:57153	solute carrier family 44 member 2
GeneID:126017	zinc finger protein 813
GeneID:1346	cytochrome c oxidase subunit 7A1
GeneID:5442	RNA polymerase mitochondrial
GeneID:2116	ETS variant transcription factor 2
GeneID:390980	zinc finger protein 805
GeneID:581	BCL2 associated X, apoptosis regulator
GeneID:8775	NSF attachment protein alpha
GeneID:5704	proteasome 26S subunit, ATPase 4
GeneID:23624	Cbl proto-oncogene C
GeneID:9545	RAB3D, member RAS oncogene family
GeneID:9546	amyloid beta precursor protein binding family A member 3
GeneID:54858	pyroglutamyl-peptidase I
GeneID:587	branched chain amino acid transaminase 2
GeneID:117579	relaxin 3
GeneID:50509	collagen type V alpha 3 chain
GeneID:9294	sphingosine-1-phosphate receptor 2
GeneID:2639	glutaryl-CoA dehydrogenase
GeneID:6223	ribosomal protein S19
GeneID:9040	ubiquitin conjugating enzyme E2 M
GeneID:593	branched chain keto acid dehydrogenase E1 subunit alpha
GeneID:114770	peptidoglycan recognition protein 2
GeneID:5971	RELB proto-oncogene, NF-kB subunit
GeneID:56915	exosome component 5
GeneID:81492	radial spoke head 6 homolog A
GeneID:79958	DENN domain containing 1C
GeneID:22870	protein phosphatase 6 regulatory subunit 1
GeneID:84823	lamin B2
GeneID:23383	MAU2 sister chromatid cohesion factor
GeneID:94039	zinc finger protein 101
GeneID:4696	NADH:ubiquinone oxidoreductase subunit A3
GeneID:7768	zinc finger protein 225
GeneID:51545	zinc finger protein 581
GeneID:10331	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3
GeneID:51291	GEM interacting protein
GeneID:55643	BTB domain containing 2
GeneID:126299	zinc finger protein 428
GeneID:348	apolipoprotein E
GeneID:7772	zinc finger protein 229
GeneID:51548	sirtuin 6
GeneID:7773	zinc finger protein 230
GeneID:8541	PTPRF interacting protein alpha 3
GeneID:79709	collagen beta(1-O)galactosyltransferase 1
GeneID:51293	CD320 molecule
GeneID:9310	zinc finger protein 235
GeneID:23646	phospholipase D family member 3
GeneID:56926	nicalin
GeneID:147807	zinc finger protein 524
GeneID:54623	PAF1 homolog, Paf1/RNA polymerase II complex component
GeneID:10848	protein phosphatase 1 regulatory subunit 13 like
GeneID:79713	IGF like family receptor 1
GeneID:30817	adhesion G protein-coupled receptor E2
GeneID:610	hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2
GeneID:148066	zinc and ring finger 4
GeneID:126306	junctional sarcoplasmic reticulum protein 1
GeneID:5990	regulatory factor X2
GeneID:374887	YjeF N-terminal domain containing 3
GeneID:5739	prostaglandin I2 receptor
GeneID:10347	ATP binding cassette subfamily A member 7
GeneID:27243	charged multivesicular body protein 2A
GeneID:55663	zinc finger protein 446
GeneID:57455	RNA exonuclease 1 homolog
GeneID:90480	GADD45G interacting protein 1
GeneID:26993	A-kinase anchoring protein 8 like
GeneID:30835	CD209 molecule
GeneID:374900	zinc finger protein 568
GeneID:126069	zinc finger protein 491
GeneID:10870	hematopoietic cell signal transducer
GeneID:339318	zinc finger protein 181
GeneID:3960	galectin 4
GeneID:11133	kaptin, actin binding protein
GeneID:342909	zinc finger protein 284
GeneID:92285	zinc finger protein 585B
GeneID:30846	EH domain containing 2
GeneID:92799	SH3KBP1 binding protein 1
GeneID:56961	Src homology 2 domain containing transforming protein D
GeneID:898	cyclin E1
GeneID:81794	ADAM metallopeptidase with thrombospondin type 1 motif 10
GeneID:11140	cell division cycle 37
GeneID:51588	protein inhibitor of activated STAT 4
GeneID:2696	gastric inhibitory polypeptide receptor
GeneID:80264	zinc finger protein 430
GeneID:80776	B9 domain containing 2
GeneID:374920	zinc finger SWIM-type containing 9
GeneID:7305	TYRO protein tyrosine kinase binding protein
GeneID:1675	complement factor D
GeneID:51341	zinc finger and BTB domain containing 7A
GeneID:10382	tubulin beta 4A class IVa
GeneID:83855	Kruppel like factor 16
GeneID:7568	zinc finger protein 20
GeneID:339344	Myb related transcription factor, partner of profilin
GeneID:9361	lon peptidase 1, mitochondrial
GeneID:338321	NLR family pyrin domain containing 9
GeneID:126353	mitotic spindle positioning
GeneID:1938	eukaryotic translation elongation factor 2
GeneID:284307	zinc finger protein interacting with K protein 1
GeneID:284309	zinc finger protein 776
GeneID:22933	sirtuin 2
GeneID:26517	translocase of inner mitochondrial membrane 13
GeneID:1943	ephrin A2
GeneID:3991	lipase E, hormone sensitive type
GeneID:284312	zinc finger and SCAN domain containing 1
GeneID:56729	resistin
GeneID:79002	telomerase RNA component interacting RNase
GeneID:163227	zinc finger protein 100
GeneID:2204	Fc fragment of IgA receptor
GeneID:6813	syntaxin binding protein 2
GeneID:10653	serine peptidase inhibitor, Kunitz type 2
GeneID:27294	dihydrodiol dehydrogenase
GeneID:29086	BRISC and BRCA1 A complex member 1
GeneID:93343	multivesicular body subunit 12A
GeneID:5536	protein phosphatase 5 catalytic subunit
